business_id,business_name,categories,stars,active,review_count
LR1KfQnGaybssk5tyv9slA,Francesca's Collections,Shopping,4.0,True,10
lR7GrPsC7V80YSS2dSWHdw,Pizza Pizza!,Pizza Restaurants,2.5,True,5
LR9mX-3mh_PIEeG1A5zqxg,Iron Chef,Chinese Restaurants,4.5,True,36
lRew0HDz5BO-4fwWsMJyMg,Chipotle Mexican Grill,Tex-Mex Restaurants,4.5,True,12
LrgOTuILGxG1of5iYBgktA,Redfish,Seafood Restaurants,4.0,False,3
LrJlLdQYdSvdqr25gX4ZjA,Valley Auto Spa,Car Wash Automotive Auto Detailing,4.5,True,8
LRLN1CIUprYLs6rWUC5bAg,Del Taco,Restaurants,3.5,True,4
lrSv_9iHCrbAFpPin2LcqQ,Carl's Jr 7628,Restaurants,3.5,True,7
LRuIY8JFqadCSYLo242MGg,The Hero Factory,Delis Sandwiches Restaurants,4.0,True,53
LRxH8V5JaPt9mvav6F_1tg,Cisco's Grill,Latin American Restaurants,4.5,True,5
lRzoAhDhcyCeOGrWntXqsw,Julioberto's,Mexican Restaurants,3.5,True,3
Lr_zpkKpOVCiBMcEt7qBsw,Reach 11 Recreation Area,Active Life Hiking,4.5,True,7
LSElCCmJQNJDpIEf77NVpA,In-N-Out Burger,Burgers Restaurants,3.5,True,13
Lsgq7g1PKY3fVkuwixbNCA,Sonic Drive-In,American (Traditional) Fast Food Restaurants,4.5,True,3
LsHqtkdZPorIC9xOZEpz6A,Villalpando's,Mexican Restaurants,3.5,False,13
lSjPBfL1fAgR31y6OGq1Ig,D Frank Designs,Shopping Home Decor Home & Garden,5.0,False,5
LSxO2ko3_5KODWKZLEm8FQ,Tri-City East Veterinary Hospital,Veterinarians Pets,3.0,True,5
LS_HjBHHudcaTWbaV0TUCg,Scottsdale Center for the Performing Arts,Arts & Entertainment Performing Arts Nightlife Music Venues,4.5,True,10
Lt-dQ0kUWFm0nDgLwdEo_g,Springhill Suites by Marriott,Hotels & Travel Event Planning & Services Hotels,3.5,True,13
lT3yCGUc-LQuphjSz1uoIw,Schlotzsky's,Fast Food Sandwiches Restaurants,2.5,True,12
Lt5eucjNq14ep7QwMvgjDA,Final Score Sports Bar,Bars Sports Bars Nightlife,3.5,False,3
ltAPE16jLxC-BAnHhcI9CQ,Country Kitchen,Restaurants,3.0,True,4
LtdVdYhs7MAwwTBuHhdsFQ,Panda Express,Fast Food Chinese Restaurants,2.0,True,3
Ltf2U_2PQ-IBtsh6t6ZDvg,Pump It Up,Event Planning & Services Party & Event Planning,4.5,True,6
LTFboQhVd8zly-IQ1goNig,Kohl's Department Stores,Women's Clothing Men's Clothing Fashion Shopping Shoe Stores,5.0,True,3
LTG4CxnXElBi7R7vZUbeHw,35th Ave Sew and Vac,,3.0,True,12
lTgbj26dpv8Ltzbf83T6oQ,Cake Frenzy,Bakeries Food,5.0,True,4
LtJszEtHhXMZR0y6lbdswA,Embassy Suites Hotel,Hotels & Travel Event Planning & Services Hotels,3.0,True,6
ltk2xcvDFvuljYIpMnRqAA,Quill Creek Cafe,Active Life Golf Restaurants,4.0,True,5
lTk4l6YgxNXNaMCD9mcD6Q,Vincent's Famous Pizza & Restaurant,Pizza Restaurants,4.5,True,3
lTo2vfavCUkhUaqy4vABcg,Schrolucke John,Optometrists Health & Medical,5.0,True,3
LTqA_NSvhLDmmKCar9R_MQ,A Tint of Excellence,Automotive,3.5,True,3
Ltr8Z1a72gPCdIkCHvCwCQ,Chipotle,Mexican Restaurants,4.0,True,6
lTX7GlMWqnta4YNSPZu2Zw,Dickinson Gateway 12 IMAX Theatre,Arts & Entertainment Cinema,3.5,True,15
ltyGhp9RI67nlEMRztfVzg,Prime Family Dental,Pediatric Dentists Health & Medical Dentists General Dentistry Cosmetic Dentists,2.5,True,4
Lub4-HPEabYInC2befLfeg,Plaid Eatery,Asian Fusion Restaurants,3.0,False,12
lubFd6yUPFxVmhyeglvtZw,La Bella Bridal Boutique,,2.5,True,3
luCSjoNQ9q_0QIjKKOy2pQ,Papago Brewing,Food Sandwiches Breweries Pizza Restaurants,4.0,True,236
lUdEnug4CMVh0DQjpsDVSQ,V's Barbershop,Barbers Beauty & Spas,4.5,True,5
lUE101QlZgUuIl8OdIzITQ,Lowe's Home Improvement of Phoenix,,4.0,True,9
luhi-yXQH-7FwcyWCXctgg,Foothills Sports Medicine Physical Therapy,Sports Medicine Doctors Health & Medical Physical Therapy,3.5,True,3
lUhjcttOVyH9uNa0v6NFfw,Pizza Factory,Pizza Restaurants,3.0,True,3
Lui51rpFfyVVOmN8WcB5AQ,LA Fitness,Active Life Gyms Trainers Fitness & Instruction,3.0,True,13
LunI8Z3vzPUX8ElPD16ovQ,Kiss 104.7 Fm Radio Station,Mass Media Radio Stations,4.0,True,5
lUoiT_fR73R8eMiiIcqMLA,Hermosa Inn,Hotels & Travel Event Planning & Services Hotels,4.0,True,13
lUsTQ3hOOcSS1mngqeFKAA,The Grove Cafe,Breakfast & Brunch Restaurants,3.5,True,19
lut0g04VsYRyblR1Ad-8HA,PF Chang's China Bistro,Gluten-Free Asian Fusion Chinese Restaurants,3.5,True,51
LuTLXVyJvgshMlXTBw-Now,Outback Steakhouse,Steakhouses Restaurants,3.5,True,16
luu1XWmfqeX6sGwyBvkqSg,Paper Source,Cards & Stationery Arts & Crafts Flowers & Gifts Shopping Event Planning & Services,4.5,True,6
lUuJNwIaIz83awgyvI7oCQ,Native New Yorker,American (Traditional) Chicken Wings Restaurants,2.5,True,9
LUVAN-C1S5VBJ-GRbx5Ipg,Peoria Kia,Automotive Car Dealers,3.5,True,3
luyxKsxxFJsFvb3K7BsTvQ,Mike Giambrone - LegalShield,Professional Services Lawyers,5.0,True,6
LVBaFX-p-2a430zHFaVJcQ,Changes: Aveda Concept Salon,Hair Salons Beauty & Spas,4.0,False,3
Lvf3N3cfLAmOc5y8Eg8KDg,Takamatsu Of Chandler,Korean Sushi Bars Restaurants,4.0,True,83
LVgkwBHhJDWO8-BZC2l1FQ,Country Thunder,Arts & Entertainment Performing Arts Nightlife Music Venues,4.0,True,5
lVHtVCyFJOqAH0ltn7pLuw,Sushi Eye,Sushi Bars Restaurants,3.5,True,130
lVkDZZ8sTafPlq7f1i5row,Pomegranate Cafe,Food Coffee & Tea Breakfast & Brunch Vegan Restaurants,4.0,True,141
lvM9OzZaZWo1gC8Mwcthjw,Donna's Bakery Cafe,Bakeries Food Caterers Event Planning & Services Restaurants Sandwiches,4.0,True,31
LvnOdw1DGb8A9SP5jBhcJQ,Federico's Mexican Food,Fast Food Mexican Restaurants,3.5,True,8
lvpXyfTDF5WZnjzc36r5Wg,Lucky Boy Burger Shop,Burgers Restaurants,4.0,True,101
lvs-_6i0mjahtOvOvmhNKg,Arizona BBQ Restaurant,Barbeque Restaurants,2.5,False,3
lVXDmY6UQ2cCimhPXpnYZA,BevMo,Food Beer Wine & Spirits,3.5,True,7
Lw0Y13fAlemyMHD5i_qcZg,Carls Jr,Fast Food Restaurants,2.5,True,3
lW2u_ezo48Q1kosRbkkWAA,Greulich's Automotive,Auto Repair Automotive,2.0,True,4
Lw5HqHiaH8Xag5rIF6nDsw,Goveias Salon & Spa,Day Spas Beauty & Spas,5.0,True,5
lw74h6AbGU-zeOYpAe56PA,Bahama Bucks,Food Desserts Coffee & Tea Shaved Ice,4.0,True,5
lwaLY3V7FyG_e9QUTP_N_g,Pop the Soda Shop,Food,4.5,False,53
lwgBIboXZ4j9uuZthAvTEw,Subs by Jim,Sandwiches Restaurants,3.5,True,8
lwgF3r7buDEwoDGcQsW8UQ,Great Clips For Hair,Barbers Beauty & Spas,3.5,True,3
lwpuKamfFRTCm4Mrkgohzw,Physiques' Gym,Active Life Gyms Trainers Fitness & Instruction,5.0,True,7
LWtoosGlzTOp8A73Jh7cQw,Fry's Food & Drug Stores & Fry's Marketplace,Food Grocery Shopping Drugstores,2.5,True,17
LwXdbxvbpW1hYQs3SyHbsg,Salvation Army,Thrift Stores Shopping,3.0,True,10
Lx4ZFP6dIMzi7Ib-ljV-ww,Los Favoritos,Mexican Restaurants,3.5,True,60
LX95oOJqdGP27R2BN-4xLg,Catalina II Dry Cleaners,Local Services Dry Cleaning & Laundry,2.5,True,4
LXA0Ii2ilHR_PswmGW1iBw,Phoenix Adventure Boot Camp,Active Life Boot Camps Trainers Fitness & Instruction,5.0,True,5
LXBsdqhwSB0ebzBkZO4AXw,Market Cafe,Cafes Restaurants,3.5,True,4
LxE7D6uigL3vLaasPU7Ewg,Sutra Sushi at Barcelona,Sushi Bars Restaurants,3.0,False,12
lXEJZjvwgSM3i6-HWpPwDA,Two Hippies Beach House,Food,4.0,False,11
LXfwVef1hsqhtda1Rzrr9Q,Sonoma Oral and Facial Surgery,Oral Surgeons Health & Medical Dentists,3.5,True,3
LXhL5X3edNRy7epku6UAEw,Paradise Bakery,Bakeries Food,4.0,True,7
lXhrVkDUsSHebKa2Aa0EYg,Camelback Barber Shop,Barbers Beauty & Spas,4.5,True,17
lXHZKLQ9-03zj1vJq5a1YQ,AT&T,Shopping Mobile Phones,3.0,True,6
LxNehlnStQY_rxEwiPof_g,King Gyros,Greek Mediterranean Restaurants,4.5,True,61
lXUaypwLG_rIU4qnpBmF-A,24 Hour Fitness,Active Life Gyms Trainers Fitness & Instruction,3.5,True,18
lxUsXRoQT3Th4x3fwnAZ9Q,Arrowhead Nail Mall & Spa,Beauty & Spas Nail Salons,4.0,True,5
LxyrtIC5XiaF5Uk5RM9vcQ,NextCare Urgent Care,Health & Medical Urgent Care,2.5,True,7
Ly-FPf8njQ7PLBnuXEM8lw,Big O Tires,Tires Automotive,2.0,True,4
LY4WyxiRnmQTpo-9tGXetA,Harris Dental,Health & Medical Dentists General Dentistry Cosmetic Dentists,4.0,True,8
LY5TW3Pvlfpprl3kpRE5_w,Walgreens,Shopping Drugstores Beauty & Spas Food Convenience Stores Cosmetics & Beauty Supply,2.5,True,3
LYCaveWFti6kUHpMzYKLjA,Big Heng,Chinese Restaurants,4.5,True,7
LYcw5qaBPhfrXhdDLadU4A,NYPD Pizza,Pizza Restaurants,2.5,True,6
Lyg7HHnUiHiDkOE9Sh1Obw,Autozone,Auto Repair Automotive,4.0,True,6
LYLGCIqNQQrpMwOxJ1hlrg,Smashburger,Burgers Fast Food Restaurants,3.5,True,66
lYolrg1maTQGuckjR0B9bg,Budget Suites of America,Hotels & Travel Event Planning & Services Hotels,1.5,True,3
LYRAX4OZPGD3DRJew0zW4g,Goodyear Ballpark,Arts & Entertainment Stadiums & Arenas,3.5,True,23
LySAATrzrru3ajc5sEBFOA,All Starz Sports Bar & Grill,Bars Restaurants American (Traditional) Sports Bars Nightlife,3.0,False,4
lYTGP75sWWic76oPV-sIqQ,Cvs Pharmacy,Shopping Drugstores,2.5,True,4
LYVrlVAGp9JXFBB4m19PXg,Kelly / Warner PLLC,Professional Services Bankruptcy Law Lawyers Personal Injury Law General Litigation,5.0,True,9
LYyGQgL60VKdV-p_9OxmWQ,Flavors of India,Pakistani Indian Buffets Restaurants,3.5,True,78
lz-j9sBHl2Lh68vZ2UGN4A,Steve's Krazy Sub,Sandwiches Restaurants,5.0,True,10
LZ4h8s3_K2gjbKxi38SarQ,Port of Subs,Sandwiches Restaurants,3.0,True,6
LZb9jNT1RDev4nBVBAfubA,Raise The Vibration,Massage Beauty & Spas,5.0,True,3
lzjj3GVp80r2kdfoz-NMYg,Happy Endings In-Home Pet Euthanasia,Veterinarians Pets,5.0,True,5
LZkb5x83wps0FJ838vKc5w,El Gallo De Lagos Mexican Food,Mexican Restaurants,4.5,True,3
LzNJLEIo4gh-X_rmDkNkNg,Four Peaks Brewery,Food Breweries American (New) Restaurants,4.0,True,181
LzpR_jE6VIutJ08s2cdRrw,Coup Des Tartes,French Restaurants,4.0,True,177
LzreyGNkVTYw4JFuSxWstA,Jerusalem,Middle Eastern Restaurants,3.0,True,9
lzS66BeoLL0GRn1KrlmmFg,Kabob Palace,Greek Mediterranean Middle Eastern Restaurants,3.0,True,5
LzSF8rvlsxqF-0qcHU7ikA,West Elm,Shopping Home Decor Home & Garden Furniture Stores,3.0,True,10
LzvmdiJFMGM1Z25S4Sm3bw,Dobson Montessori Schools,Elementary Schools Education Preschools,3.5,True,3
LzWpHysLjqMa1wzQgcj9Qg,Arizona Inspirations Catering,Event Planning & Services Caterers,5.0,True,3
l_f5t6TOoNAl7QAkHMr_Bg,Wax On Wax Off Body Waxing,Hair Removal Beauty & Spas,5.0,True,3
l_HptXEKW5QdBNzgXtahRQ,Sears Appliance Outlet,Shopping Home & Garden Appliances,1.5,True,3
L_leS8DGulj3iI0QdUppIA,Kodiak Produce & Storage,Food Specialty Food Grocery Fruits & Veggies,4.5,True,3
L_Ms8hJ4iYisumjjtofkaQ,Accredited Family Healthcare,Doctors Health & Medical Family Practice,4.5,True,4
L_MtTn4IUBTmQtqqM2iFqA,Tea Lite Cafe,Vietnamese Restaurants,4.0,True,120
m-32wtMGKTJe_8Z9gn_kAQ,The Mindful Way,Counseling & Mental Health Health & Medical,5.0,True,4
m-3kIelwdkCO1F5G6vnENg,La Loma Mexican Grille,Mexican Restaurants,3.5,True,12
M-4pyUDq6jWwDvvoQTIS-A,TASC Inc,Health & Medical,1.0,True,3
M-UQBJEkFid8_7ORRp2ByQ,FedEx Office Print & Ship Center,Local Services Shipping Centers Printing Services,3.0,True,4
m-zkVdThpPsJxj3pZ2C7aw,P.F. Chang's China Bistro,Gluten-Free Asian Fusion Chinese Restaurants,3.5,True,23
M0a0UNYie0vmrDxY5r2yjA,Carl's Jr,Burgers Restaurants,3.0,True,3
m0LcaxeetTk-vlaRLpWwIg,PetSmart,Pet Services Pet Stores Pets,3.0,True,3
M0MWJlwOyp5ZK4IAzSQP2Q,Advanced Laser Clinics,Beauty & Spas Hair Removal Health & Medical Medical Spas Laser Hair Removal,3.5,True,3
M0Pch3_-Gvj45RN1U4I35Q,Devil's Martini North,Bars Nightlife,2.5,False,48
M0qJweLJaNO2ikd8koYn4w,Bonjour Vietnam,Vietnamese Asian Fusion French Restaurants,4.0,True,8
m0u5YPhbAmSihEIobZEQLg,Hot Rod Grill,Food,4.5,False,4
M0Ulu3PzwBumgOZJL-6KnQ,BLD,American (Traditional) Restaurants,3.5,True,148
m14pIWedGiHi9_aWAIXEew,Famous Uncle Al's Hot Dogs and Grille,Hot Dogs Restaurants,4.0,False,22
m1EPwocGzvYTcB-almoZvg,Springhill Suites by Marriott,Hotels & Travel Event Planning & Services Hotels,4.0,True,7
M1L8gJ_rcknK4CBeuSo9Jw,Renaissance Festival,Arts & Entertainment Festivals,4.5,True,12
M1U2A-3vLFBFKfAWW8UGQA,U-Haul,Local Services Automotive Truck Rental Self Storage,3.5,True,4
M1xr5BzeTA2xJ0VQ9ccBpg,Electric Ladyland,Women's Clothing Fashion Shopping,2.0,True,3
m2ApVSoDA-wVKSc4H9fvZg,Yogurt Utopia,Food Ice Cream & Frozen Yogurt,4.0,False,13
m2ayKGYCc44dpHWVt8Us6w,Beemer Haus,Automotive Car Dealers,1.5,True,3
M2dsZugyf8KoGsQegIv-Gg,Mastercuts,Hair Salons Beauty & Spas,4.0,True,4
m2hNiVSnMvXVRLMtsWUG_Q,Harkins Norterra 14,Arts & Entertainment Cinema,4.5,True,36
M2j4ncoX2xtAmry1yWqwPA,National Memorial Cemetery of Arizona,,5.0,True,3
M2JvjVYkIJMIuvTiO8La9g,Harvest Buffet,Buffets Restaurants,4.0,True,7
m2N5lcfXv5I2TVcXcMTtOw,Jaycee Park,Active Life Parks,2.5,True,3
M2XakHiHqx0EuBsGh_RhNw,Lush,Shopping Cosmetics & Beauty Supply Beauty & Spas,5.0,True,5
m3-p0XIYBQdR4VzbHpUpXQ,Genie G's,American (New) Restaurants,4.0,True,6
m34siNIv_F15LIzkmxP7-g,Rock Bottom Restaurant and Brewery,American (Traditional) Restaurants,3.5,True,54
m3EKlucZuwnOazLrRfnWaQ,Al's Beef,Fast Food Sandwiches Restaurants,3.5,True,62
M3igxUpLFWy1nR7lTw3GjQ,Charming Charlie,Fashion Shopping Accessories Jewelry,4.5,True,18
M3o2COfApfB9et5AwDZ-Pg,Petco,Pet Services Pet Groomers Pet Training Pets Pet Stores,2.5,True,7
m3O2EFVs3eo8s40MGGzmsA,Buono's Pizza,Pizza Restaurants,4.0,True,28
m3u8wtUHORnLlB-Wl84Fzg,Jimmy John's,Food Food Delivery Services Delis Sandwiches Restaurants,4.0,True,20
M3Vhe5OdL-rgYdsIC5qyXw,Molli Cody's Hair Studio,Hair Salons Beauty & Spas,5.0,True,3
M3zLQRbSF_VcGukkzxXc4w,Phoenix Cake Company,Bakeries Food,4.0,True,4
M41We2n-OmmYzo8FcvW-1A,On Time Air Conditioning & Heating,Home Services Heating & Air Conditioning/HVAC Contractors,4.5,True,6
M42zwm3xFkG6qnZsnTtt2Q,Chopstix,Asian Fusion Restaurants,4.0,False,8
m4JI5xpgKjZRicv05YrLrA,Just Stringz,Eyelash Service Hair Removal Beauty & Spas,4.0,True,7
M4KIUu3-lAvD1xeWue7_OA,Jerry Tucci's Brick Oven Pizzeria,Event Planning & Services Restaurants Caterers Pizza Italian,3.0,False,4
m4Vdae9cdx7bgr6bIjjbkw,Trader Joe's,Food Beer Wine & Spirits Grocery,4.0,True,78
m4VY93kQDJsXoDrCfnoZZA,Ulta 3 Cosmetics,Shopping Cosmetics & Beauty Supply Beauty & Spas,3.0,True,7
m51fZnQueyj1q1Ra_yDQjQ,Rio Sabor Brazilian Steakhouse,Steakhouses Restaurants Brazilian,3.5,False,8
M5CkYfyDp-tqqbmVJ1ZHZQ,Rockzone Records,Videos & Video Game Rental Books Mags Music & Video Arts & Entertainment Shopping Music & DVDs,3.5,True,7
m5f8H9Pn2AT2624fRadLFA,Mountainside Family Dental,Health & Medical Dentists General Dentistry Cosmetic Dentists,3.5,True,3
m5hMJ7SPIK7are8SykvlvA,The Home Depot,Building Supplies Home Services,4.0,True,6
m5i2s4k994c8QumJPRNjGw,Arco AMPM Station,Automotive Gas & Service Stations,1.0,True,3
m5X1FbcgdvQl9gPmntBFXA,Sobel Spine and Sports,Sports Medicine Doctors Orthopedists Health & Medical,5.0,True,4
M6fjHpkL9IRI-nI0BattRw,The Main Ingredient Ale House And Caf?,American (New) Restaurants,4.0,True,238
m6h0xM8nvmjx-WeOjV6XbA,Phoenix Suns,Arts & Entertainment Professional Sports Teams,4.0,True,33
m6HxWA-di0YWx1eWbEcUBw,Harrahs Phoenix Ak-Chin,Hotels & Travel Event Planning & Services Hotels,4.5,True,4
m6mWau12NsXYvwlwAJIUxw,Esther's Jamaican Food,Caribbean Restaurants,4.5,True,4
M6SQ1dITqcuj-sAvg8_ITg,Louisiana Fried Chicken,Fast Food Southern Restaurants,4.0,True,26
m6Sx1xt6-FxaQh6Y7YKscA,April Air Conditioning,Home Services Heating & Air Conditioning/HVAC,5.0,True,9
m7oHviLGHLSNKygL_W5BYg,Subway,Sandwiches Restaurants,3.0,True,3
m7q48PFFfMaIBBaDZ7j3Hg,Nico's Mexican Food,Mexican Restaurants,3.5,True,6
m7uxAxL9L3kuB8XWkoveHQ,Z Gallerie,Shopping Home Decor Home & Garden Furniture Stores,3.5,True,9
M7_Po-yLmNuqh3Qh3KC8pg,Cvs Pharmacy,Shopping Drugstores,1.5,True,4
m8BYrcRsWOD12PXM9uawug,Sierra Blanco Photography,Photographers Event Planning & Services,5.0,True,3
M8CH_5vMyCNtDUp9XXG1lA,Lowe's Home Improvement Warehouse,Hardware Stores Shopping Home & Garden,3.0,True,11
M8mAGkCa0HWAdq3p8xW3CQ,Pods,Movers Home Services,1.0,True,3
m8om56s0jjNlzOfZCV0C7A,Pinz Bowling Center,Active Life Bowling,3.0,True,3
M8v_fUJM2wr4qrCYCBJHNA,Shell Oil,Automotive Gas & Service Stations,3.0,True,4
m8XEGqj6SGJuwrsbh1njrQ,Benefit Heating & Air Conditioning,Home Services Heating & Air Conditioning/HVAC,5.0,True,3
M99oA5-pXyqQCAPgiPMuxA,Zoo Lights,Active Life Zoos,4.0,True,22
m9HmPct1Hxpx3IhK_HMXJw,Sail Inn,Arts & Entertainment Nightlife Music Venues,4.0,True,29
m9i6aX4nmuTwqO5PjeLNZg,Jones Family Dentistry,Health & Medical Dentists General Dentistry,5.0,True,3
m9jxyEihvVzCzw6k1hrOow,Dyno Comp,Auto Repair Automotive,5.0,True,3
m9rClpZvb9r0Jze26D319w,Dr Cellular,Shopping Mobile Phones,5.0,True,3
M9t5569pgvJYurC8hX0E1w,Great Skate,Active Life Skating Rinks Amusement Parks,4.0,True,20
m9Wqqma30o-hH2fAX7dnug,Desert Jade,Chinese Restaurants,4.0,True,69
m9_BUX-WkIi62jy3qa3tvg,Albertsons-Osco,Food Grocery Shopping Drugstores,4.0,True,6
Ma1GxDeDK7M8I2WulaD_LQ,Oasis Cafe,Bars Middle Eastern Nightlife Lounges Restaurants,3.0,True,4
maB4VHseFUY2TmPtAQnB9Q,Majerle's Sports Grill,American (New) Restaurants,3.0,True,35
MAfc2V_EVtyR9rMxxEAPLg,Khai Hoan Restaurant,Vietnamese Restaurants,4.0,True,143
MAFjNfDWJRgWCw8IOC7mew,Blue Burrito Grille,Mexican Restaurants,3.5,True,55
MagW3D2UDQaP6KHzhauUHw,Zpizza,Pizza Restaurants,4.0,False,34
mAMeCLoTQUf3Zb808deTYg,Lather,Shopping Cosmetics & Beauty Supply Beauty & Spas,4.0,True,7
MaWaqgB_4VgguVhZ0j7eYw,United States Post Office,Post Offices Public Services & Government,4.0,True,6
mAWC_dt8LaxTRF6sFXSxBw,Cactus Bike,Active Life Sporting Goods Bikes Shopping Bike Rentals,4.0,True,4
MAXKQMjuOQ17EAbKoTfUwQ,Ichi Ban Japanese Restaurant,Japanese Restaurants,2.0,True,23
mAXPgcZli6yyQbmqPFBOzw,Target,Department Stores Fashion Shopping,3.5,True,4
MaY9KCV7y6Jvx15D9vw3sA,Safeway,Food Grocery,4.0,True,4
mB-phY3LtSnVFrEBYaB7Yw,Thiele's Automotive Services,Auto Repair Automotive,4.5,True,4
Mb46iSlA4qmTwXf-WrqtQA,Mama Java's Coffee House,Food Coffee & Tea,4.0,False,79
mbb2EVjudF8IqsOCjg_Jzg,Dinner A'Fare,Food Food Delivery Services,3.5,True,3
mBDhy9j4qwKRnf4h8UQnrQ,Julio's Too,Mexican Restaurants,3.5,True,20
MbDtKISriDxNRuhEoL4ptQ,City of Grace,Churches Religious Organizations,5.0,True,4
MbFxBwpqiXRWSvoTXt6Erg,Insight Imaging - Camelback,Doctors Medical Centers Health & Medical,2.5,True,6
mBM3e0DHU9T2r_mfojSciQ,Ross's Hooked & Cooked,Soul Food Seafood Restaurants,3.5,False,3
mbPdVUCUhpqc0zLL13FObg,Souper Salad,American (Traditional) Buffets Restaurants,3.0,True,14
mCJxU7hLag7xOhOz3z-cwg,Krispy Kreme,Food Donuts,3.0,False,8
mcUx0yxlWxqFNElpNDc0sw,Furry Friends Salon,Pet Groomers Pet Services Pets,4.5,True,3
McZgGnWbonAvcfu1op3WfQ,Western Market,Food Ethnic Food Grocery Specialty Food,3.5,True,3
mD3_Ta6YURrSbF8Dft885w,FYE,Music & DVDs Books Mags Music & Video Shopping,3.0,True,10
Md6b40dplJRSaxsu0_usgg,Bronzeology: the Art of Custom Airbrush Tanning,Day Spas Tanning Beauty & Spas,5.0,True,4
mdaVPTLZJvWA0Cqa1ovV0Q,Quiznos,Restaurants,1.0,True,6
mDBjjrICGnR_gd08Ie6IAw,American Made Rideshop,Automotive Sporting Goods Bikes Shopping Motorcycle Dealers,3.0,True,5
MDDg9JCyac9oRNaKgu4IdQ,Scandalesque Productions LLC,Active Life Dance Studios Arts & Entertainment Performing Arts Fitness & Instruction,4.5,True,8
mDrnZvSXMbMIGE0IX9mMqA,Heritage Square,Active Life Landmarks & Historical Buildings Public Services & Government Local Flavor Parks,4.0,True,15
MDt3zRlPLA0uifPKSA-rnA,Zinnias at Melrose,Shopping Antiques,4.5,True,28
mDtHcmIXbtv7J9N4HSsgcg,Donna Jeans Libations,Arts & Entertainment Nightlife Music Venues,3.5,True,6
MdwoM1Qf87nmdA6Ma6tnMQ,Walgreens,Shopping Drugstores Beauty & Spas Food Convenience Stores Cosmetics & Beauty Supply,4.5,True,4
MDzYAjCXVbv1Dna7DSfWbw,Lena's Flowers & Gifts,Flowers & Gifts Shopping Event Planning & Services Florists Caterers,3.5,True,3
Me1m-be0Mk3OylUMSZusIw,Streets of New York,Pizza Restaurants,4.0,True,5
me3myIgtuIgLEC5jd97uZw,Top's Liquor,Food Beer Wine & Spirits,4.5,True,61
mE52ELf36a9fa5PdXLu9Ow,Tony's Cleaners & Tailors,Local Services Dry Cleaning & Laundry,2.5,True,3
Me6hKl5pjH2KCuxLZm6pzQ,Chick-Fil-A,Fast Food Restaurants,4.0,True,21
MeC8jb8n-9VR5wgBj_7PEw,The Caf? at Heard Museum North Scottsdale,American (New) Restaurants,4.5,True,4
mEemHArsaQVjzMXItfm6yg,Sears Outlet,Shopping Outlet Stores,4.0,True,6
MEgXJ63_SPCl80tHSCoDLw,Huahchinango Mexican Grill,Mexican Restaurants,4.5,True,3
MEKk3J63dU3GBDg9SHuq7A,Lustre Bar,Bars Nightlife,4.0,True,23
MeNGysjFqohQAnDRPNI90g,Stag Tobacconist,Tobacco Shops Shopping,4.5,True,3
MEOC6ng0jPhQOX_BzEzf_w,Aunt Chilada's Tempe,Mexican Restaurants,2.5,True,79
MEraJIKYztC7IOzYwMe86g,Raimondo's,Restaurants Pizza Italian,3.5,True,16
Mf901SLybFm8QrYgBUh7zg,Victoria's Secret at Fashion Square,Department Stores Lingerie Shopping Fashion,4.0,True,6
mFBjAnFP6KveW-Wqc9FayQ,Cookies In Bloom,Bakeries Food,4.0,True,3
MfCS8VeJzf9QbxNImekuMA,T & M Pizza Italian Restaurant,Restaurants Pizza Italian,3.0,True,4
MFlkmsxlDloSiEd8SLjnAQ,Paradise Bakery,Restaurants,4.0,True,12
MfqEPdcw0UYVdDoV3p77tQ,The Peaks At Papago Park,Home Services Real Estate Apartments,3.0,True,6
mFqpvUsEveJ1L5XPbcxaGg,Discount Tire Company,Tires Automotive,4.5,True,3
Mfv6gumcyhk-RXCCR7JrFw,BevMo!,Food Beer Wine & Spirits,3.5,True,21
MFxhYRVqFcEZC009-6yfOw,Apache Trail Scenic Byway,Local Flavor,4.5,True,20
MG1IbQUurcXn8NQgXGM34Q,Yee-haws,Delis Restaurants,3.5,True,3
mg1TiyXVneuVsZ6GGZH_kQ,99 Cents Only Store,Discount Store Shopping,4.5,True,3
mG5WTamjKzje897WkCXiTA,Paperjoy,Cards & Stationery Arts & Crafts Flowers & Gifts Shopping Event Planning & Services,4.0,True,11
MGl3I2GX_hxrton3XoZKrA,Billet Bar,Bars Nightlife,3.0,False,9
mgllPJA6NQXlJurFWAkqQg,Swizzle Inn,Dive Bars Bars Nightlife,4.0,True,40
MGTBiJ8upecnlG2rftHn9g,O'Brien Physical Therapy PLLC,Medical Centers Health & Medical Physical Therapy,5.0,True,4
mgtbxxT0x82Vvj1K5ql62A,Church's Fried Chicken,Restaurants,3.0,True,4
MGvu43HVvMe4CJ-B0521DA,Purcell's Western States Tire,Tires Automotive,2.5,True,4
mGWiS7YYQ9z38W-51aITww,Dunkin Donuts,Food Donuts,3.0,True,10
MGX9q4RRU32RlnOn4XEKeA,Valley Eyecare Center,Shopping Optometrists Health & Medical Eyewear & Opticians,5.0,True,4
MGYsSEF1HHCw6bUjskjJVw,Starbucks Coffee,Food Coffee & Tea,3.0,True,5
mH-OXF1ilnaPC2kry9Ox1g,Hampton Inn & Suites,Hotels & Travel Event Planning & Services Hotels,4.0,True,10
